Food Name,Image URL,Ingredients
Chinese Fried Pork,https://static.wikia.nocookie.net/cookingmama/images/d/da/CM2_78.png/revision/latest/scale-to-width-down/150?cb=20190805110123,"Green Bell Pepper
Red Bell Pepper
Onion
Pineapple
Garlic
Pork Shoulder Roast (Pork Shoulder Loin)
Boiling Water
Potato Flour (katakuriko)
Salt
Pepper
Sesame Oil
Egg
Oil
Lemon Juice
Tomato Puree
Sugar
Soy Sauce
Vinegar
Creamed Potato Flour (katakuriko slurry)"
Keema Curry & Chapati,https://static.wikia.nocookie.net/cookingmama/images/9/9d/CM2_79.png/revision/latest/scale-to-width-down/150?cb=20190805110146,"Water
Pork
Rice
Onion
Ginger
Cumin Powder
Turmeric
Coriander Powder
Red Chili Powder
Bay Leaf
Cinnamon
Salt
Canned Tomatoes
Green Peas
Saffron
White Wine"
Mama Lunch Box,https://static.wikia.nocookie.net/cookingmama/images/8/89/CM2_80.png/revision/latest/scale-to-width-down/150?cb=20190805110211,"Rice
French Bread
Steamed Roll
California Roll
Jambalaya
Fortune Roll
Squid Fried Soba
Mama Rice
Shrimp Tempura
Flounder in Soy Broth
Tandoori Chicken
Meat Loaf
Hamburg Steak
Sweet and Sour Pork
T-Bone Steak
Cutlet
Broccoli
Fried Egg
Octopus Sausage
Burdock Root
Shrimp with Mayonnaise
Rice Croquette
Sweet Potato
Summer Roll"
Hamburger,https://static.wikia.nocookie.net/cookingmama/images/7/79/CMWK_01.png/revision/latest/scale-to-width-down/185?cb=20191213220049,"Buns
Tomato
Lettuce
Beef
Egg
Bread
Salt
Pepper
Nutmeg
Black Pepper
Butter
Pickles
Cheese"
BBQ,https://static.wikia.nocookie.net/cookingmama/images/b/bf/CMWK_02.png/revision/latest/scale-to-width-down/185?cb=20191213220227,"Green Onion
Shiitake
Salt
Pepper
Shishito Pepper
Beef
Cherry Tomatoes"
Club Sandwich,https://static.wikia.nocookie.net/cookingmama/images/7/74/CMWK_03.png/revision/latest/scale-to-width-down/185?cb=20191213220252,"Lettuce
Bread/Toast
Bacon
Tomato
Cheese
Garnished with parsley, cherry tomatoes, and a flag"
Rice Cake in Soybean Flour,https://static.wikia.nocookie.net/cookingmama/images/c/c0/CMWK_04.png/revision/latest/scale-to-width-down/185?cb=20191213220330,Ingredients not found
NESTLÉ® TOLL HOUSE® Chocolate Chip Cookies,https://static.wikia.nocookie.net/cookingmama/images/d/db/CMWK_05.png/revision/latest/scale-to-width-down/185?cb=20191213220348,"NESTLÉ® TOLL HOUSE® Semi-Sweet Morsels
Flour
Nuts
Sugar
Salt
Vanilla Extract
Baking Soda
Butter
Brown Sugar"
Marinated Sea Bream,https://static.wikia.nocookie.net/cookingmama/images/3/3c/CMWK_06.png/revision/latest/scale-to-width-down/185?cb=20191213220408,"Chives (asatsuki)
Balsamic Vinegar
Salt
Wine Vinegar
Parsley
Olive Oil
Pepper
Lemon Juice
Sea Bream
Served with mesclun"
Sweet Potato,https://static.wikia.nocookie.net/cookingmama/images/e/ed/CMWK_07.png/revision/latest/scale-to-width-down/185?cb=20191213220427,"Sweet Potato (satsumaimo)
Egg Yolk
Sugar
Salt
Milk
Butter"
Potato Ball,https://static.wikia.nocookie.net/cookingmama/images/c/c7/CMWK_08.png/revision/latest/scale-to-width-down/185?cb=20191213220447,Ingredients not found
Roast Beef,https://static.wikia.nocookie.net/cookingmama/images/7/79/CMWK_09.png/revision/latest/scale-to-width-down/185?cb=20191213220516,"Beef
Carrot
Onion
Celery
Salt
Pepper
Garnished with parsley and cherry tomatoes"
Octopus Dumplings,https://static.wikia.nocookie.net/cookingmama/images/d/d1/CMWK_10.png/revision/latest/scale-to-width-down/185?cb=20191213220534,Ingredients not found
Pizza,https://static.wikia.nocookie.net/cookingmama/images/c/c6/CMWK_11.png/revision/latest/scale-to-width-down/185?cb=20191213220557,Ingredients not found
Dango Dumplings,https://static.wikia.nocookie.net/cookingmama/images/4/4d/CMWK_12.png/revision/latest/scale-to-width-down/185?cb=20191213220621,"Rice Flour (shiratamako)
Water
Sugar
Soy Sauce
Potato Flour (katakuriko)
Presented with red Japanese maple leaves."
NESTLÉ® TOLL HOUSE® Famous Fudge,https://static.wikia.nocookie.net/cookingmama/images/3/30/CMWK_13.png/revision/latest/scale-to-width-down/185?cb=20191213220636,"NESTLÉ® TOLL HOUSE® Semi-Sweet Morsels
Marshmallows
Sugar
Nuts
NESTLÉ® CARNATION® Evaporated Milk
Butter
Vanilla Extract
Garnished with berries (raspberry, blueberries, red currants)"
Sushi,https://static.wikia.nocookie.net/cookingmama/images/a/a7/CMWK_14.png/revision/latest/scale-to-width-down/185?cb=20191213220657,Ingredients not found
Éclair,https://static.wikia.nocookie.net/cookingmama/images/4/4b/CMWK_15.png/revision/latest/scale-to-width-down/185?cb=20191213220718,"Chocolate
Water
Butter
Salt
Wheat Flour
Sugar
Egg Yolk
Milk
Liqueur (Grand Marnier)"
Tempura,https://static.wikia.nocookie.net/cookingmama/images/4/46/CMWK_16.png/revision/latest/scale-to-width-down/185?cb=20191213220738,Ingredients not found
Cocktail Juice,https://static.wikia.nocookie.net/cookingmama/images/7/7c/CMWK_17.png/revision/latest/scale-to-width-down/185?cb=20191213220827,"Ice
Orange Juice
Pineapple Juice
Lemon Juice
Garnished with cherry and mint leaves"
Chirashi-zushi,https://static.wikia.nocookie.net/cookingmama/images/0/09/CMWK_18.png/revision/latest/scale-to-width-down/185?cb=20191213220844,"Shrimp
Egg
Rice
Lotus Root
Shiitake Mushroom
Carrot
Soup Stock (dashi)
Soy Sauce
Sugar
Rice Vinegar
Presented with salmon roe and shiso leaves"
Kebab,https://static.wikia.nocookie.net/cookingmama/images/8/8e/CMWK_19.png/revision/latest/scale-to-width-down/185?cb=20191213220910,"Lettuce
Meat
Flour
Yeast
Water
Sugar
Olive Oil
Tomato
Cheese"
Rice Ball in Azuki Bean Paste,https://static.wikia.nocookie.net/cookingmama/images/c/c9/CMWK_20.png/revision/latest/scale-to-width-down/185?cb=20191213220929,Ingredients not found
Fruit Juice,https://static.wikia.nocookie.net/cookingmama/images/1/1f/CMWK_21.png/revision/latest/scale-to-width-down/185?cb=20191213220954,"Strawberry
Apple
Cherry
Muskmelon
Banana
Orange
Pineapple
Kiwi
Served with ice and a straw"
Soba,https://static.wikia.nocookie.net/cookingmama/images/d/d0/CMWK_22.png/revision/latest/scale-to-width-down/185?cb=20191213221014,Ingredients not found
Pudding,https://static.wikia.nocookie.net/cookingmama/images/b/b9/CMWK_23.png/revision/latest/scale-to-width-down/185?cb=20191213221031,"Eggs
Milk
Sugar
Liqueur (Grand Marnier)
Vanilla Extract
Water
Presented with whipped cream and cherry"
Sliced Burdock Root,https://static.wikia.nocookie.net/cookingmama/images/2/28/CMWK_24.png/revision/latest/scale-to-width-down/185?cb=20191213221049,"Burdock Root (gobo)
Carrot
Dried Red Pepper (takanotsume)
Fish Stock (dashi)
Cooking Wine (mirin)
Rice Wine (sake)
Soy Sauce"
Doughnut,https://static.wikia.nocookie.net/cookingmama/images/a/a7/CMWK_25.png/revision/latest/scale-to-width-down/185?cb=20191213221111,"Sugar
White Flour (hakurikiko)
Butter
Egg
Salt
Yeast
Milk"
Chinese Sliced Noodles,https://static.wikia.nocookie.net/cookingmama/images/d/da/CMWK_26.png/revision/latest/scale-to-width-down/185?cb=20191213221137,"Shiitake
Deep-fried Tofu
Salt
Vinegar
Soy Sauce
Pepper
Water
Flour
Garnished with coriander leaves"
French Fries and Onion Rings,https://static.wikia.nocookie.net/cookingmama/images/8/8c/CMWK_27.png/revision/latest/scale-to-width-down/185?cb=20191213221156,"Onion
Potatoes
Flour
Cayenne Pepper
Garlic Powder
Salt
Water
Garnished with chopped parsley and ketchup on the side"
Pan-Fried Batter Cake,https://static.wikia.nocookie.net/cookingmama/images/7/7b/CMWK_28.png/revision/latest/scale-to-width-down/185?cb=20191213221216,Ingredients not found
Soft Serve Ice Cream,https://static.wikia.nocookie.net/cookingmama/images/d/db/CMWK_29.png/revision/latest/scale-to-width-down/185?cb=20191213221241,"Sugar Cone
Vanilla Ice Cream"
Miso Soup,https://static.wikia.nocookie.net/cookingmama/images/9/96/CMWK_30.png/revision/latest/scale-to-width-down/185?cb=20191213221258,Ingredients not found
Crepe,https://static.wikia.nocookie.net/cookingmama/images/a/a1/CMWK_31.png/revision/latest/scale-to-width-down/185?cb=20191213221319,"Egg
Butter
Wheat Flour (komugiko)
Milk
Sugar
Whipped Cream
Chocolate Icing
Strawberry Icing
Arrangement Items: Strawberries, Strawberry Ice Cream, Pudding, Chocolate Ice Cream, Banana, Orange, Kiwi"
Broiled Pacific Saury,https://static.wikia.nocookie.net/cookingmama/images/c/c2/CMWK_32.png/revision/latest/scale-to-width-down/185?cb=20191213221337,"Pacific Saury (sanma)
Daikon Radish
Garnished with Japanese maple leaves"
Fruit Jelly,https://static.wikia.nocookie.net/cookingmama/images/4/46/CMWK_33.png/revision/latest/scale-to-width-down/185?cb=20191213221402,"Canned Fruit Cocktail (Peaches, Pears, Pineapples, Grapes, Cherries)
Strawberry
Gelatin
Sugar
Lemon Juice"
Rice Cooked with Shredded Sea Bream,https://static.wikia.nocookie.net/cookingmama/images/9/93/CMWK_34.png/revision/latest/scale-to-width-down/185?cb=20191213221420,"Rice
Water"
Meat Sauce Spaghetti,https://static.wikia.nocookie.net/cookingmama/images/4/40/CMWK_35.png/revision/latest/scale-to-width-down/185?cb=20191213221443,"Beef
Garlic
Onion
Red Bell Pepper
Mushroom
Consomme Powder
Worchestershire Sauce
Tomato Puree
Flour
Semolina Flour
Olive Oil
Egg
Parmesan Cheese
Garnished with parsley"
Ginger Meat Sauté,https://static.wikia.nocookie.net/cookingmama/images/5/50/CMWK_36.png/revision/latest/scale-to-width-down/185?cb=20191213221503,"Ginger
Pork
Cabbage
Cooking Wine (sake)
Soy Sauce
Rice Wine (mirin)
Dish items: Pudding, Parsley, Shredded Cabbage, Cherry Tomatoes, Mama Flag"
Pancake,https://static.wikia.nocookie.net/cookingmama/images/1/1b/CMWK_37.png/revision/latest/scale-to-width-down/185?cb=20191213221535,"Pancake Mix
Egg
Milk
Served with pancake syrup and a pat of butter"
Coffee,https://static.wikia.nocookie.net/cookingmama/images/3/34/CMWK_38.png/revision/latest/scale-to-width-down/185?cb=20191213221552,"Coffee Beans
Hot Water
Served with sugar cubes and cream"
Omelet,https://static.wikia.nocookie.net/cookingmama/images/4/49/CMWK_39.png/revision/latest/scale-to-width-down/185?cb=20191213221611,Ingredients not found
Takikomi Rice,https://static.wikia.nocookie.net/cookingmama/images/1/1e/CMWK_40.png/revision/latest/scale-to-width-down/185?cb=20191213221631,"Rice
Burdock Root
Chicken
Dried Shiitake Mushroom
Carrot
Broth (dashi)
Sugar
Soy Sauce
Garnished with kinome, the leaf of the Japanese pepper plant"
Snow Cone,https://static.wikia.nocookie.net/cookingmama/images/0/0d/CMWK_41.1.png/revision/latest/scale-to-width-down/185?cb=20191213221651,"Ice
Strawberry Flavoring
Lemon Flavoring
Blue Hawaii Flavoring"
Flounder Boiled in Sweetened Soy Sauce,https://static.wikia.nocookie.net/cookingmama/images/d/db/CMWK_42.png/revision/latest/scale-to-width-down/185?cb=20191213221713,"Flounder
Ginger
Cooking Wine (sake)
Soy Sauce
Sugar
Decorated with nanten (heavenly bamboo) leaves"
Popcorn,https://static.wikia.nocookie.net/cookingmama/images/0/07/CMWK_43.png/revision/latest/scale-to-width-down/185?cb=20191213221730,"Popcorn Kernels
Salt"
Cold Jellied Azuki Bean Paste,https://static.wikia.nocookie.net/cookingmama/images/2/2b/CMWK_44.png/revision/latest/scale-to-width-down/185?cb=20191213221747,"Azuki Beans
Agar
Sugar
Garnished with Japanese maple leaves"
Curry & Naan,https://static.wikia.nocookie.net/cookingmama/images/e/eb/CMWK_45.png/revision/latest/scale-to-width-down/185?cb=20191213221804,Ingredients not found
Parfait,https://static.wikia.nocookie.net/cookingmama/images/e/e5/CMWK_46.png/revision/latest/scale-to-width-down/185?cb=20191213221825,"Banana
Kiwi
Orange
Strawberry
Ingredients for Parfait: Cream, Bananas, Kiwi, Strawberry, Cornflakes, Orange Slices
Toppings
Strawberries with Cream and Mint
Pudding with Cream, Kiwi, Blackberry, Banana, Cherry. and Peach
Strawberry Ice Cream with Orange, Kiwi, Cherry, Peach, Cream, and Banana
Strawberries with Cream and Mint
Pudding with Cream, Kiwi, Blackberry, Banana, Cherry. and Peach
Strawberry Ice Cream with Orange, Kiwi, Cherry, Peach, Cream, and Banana"
Ratatouille,https://static.wikia.nocookie.net/cookingmama/images/6/6f/CMWK_47.png/revision/latest/scale-to-width-down/185?cb=20191213221847,"Tomato Sauce
Onion
Eggplant
Zucchini
Yellow Pepper
Red Pepper
Green Pepper
Salt
Pepper
Thyme
Olive Oil
Garnished with basil"
Sukiyaki,https://static.wikia.nocookie.net/cookingmama/images/6/6a/CMWK_48.png/revision/latest/scale-to-width-down/185?cb=20191213221906,"Egg
Beef
Tofu
Green Onion
Shiitake
Corn Marigold (shungiku)
Konnyaku Noodles (shirataki)
Sugar
Rice Wine (mirin)
Soy Sauce
Cooking Wine (sake)"
Cotton Candy,https://static.wikia.nocookie.net/cookingmama/images/6/69/CMWK_49.png/revision/latest/scale-to-width-down/185?cb=20191213221922,Sugar
Cereal,https://static.wikia.nocookie.net/cookingmama/images/3/35/CMWK_50.png/revision/latest/scale-to-width-down/185?cb=20191213221941,"Milk
Cornflakes"
Steak,https://static.wikia.nocookie.net/cookingmama/images/4/4b/CMWK_51.png/revision/latest/scale-to-width-down/185?cb=20191213221956,"Beef
Salt
Pepper
Arrange items: Mama flag, Pudding/Custard, Tomato, Potato"
Marshmallows,https://static.wikia.nocookie.net/cookingmama/images/3/3c/CM3_01.png/revision/latest/scale-to-width-down/185?cb=20220505072528,"Egg Whites
Sugar
Starch Syrup (mizuame)
Strawberry Puree
Dissolved Gelatin
Cornstarch"
Candy Apples,https://static.wikia.nocookie.net/cookingmama/images/6/6c/CM3_02.png/revision/latest/scale-to-width-down/185?cb=20190913121713,"Apple
Red Candy Syrup"
French Cruller,https://static.wikia.nocookie.net/cookingmama/images/4/48/CM3_03.0.png/revision/latest/scale-to-width-down/185?cb=20190913121746,"White Flour (hakurikiko)
Water
Salt
Butter
Sugar
Egg
Strawberry Icing
Vanilla Icing
Chocolate Icing"
Pickles,https://static.wikia.nocookie.net/cookingmama/images/f/f4/CM3_04.png/revision/latest/scale-to-width-down/185?cb=20190913121846,"Cucumber
Salt
Bay Leaf
Garlic
Dried Red Pepper (takanotsume)
Sugar
Vinegar
Clove"
Korean Barbecue,https://static.wikia.nocookie.net/cookingmama/images/5/5e/CM3_05.png/revision/latest/scale-to-width-down/185?cb=20190913121923,"Ribs of Beef (kalbi)
Beef Skirt
Sweet Potato (satsumaimo)
Onion
Carrot
Served with lettuce"
Baumkuchen,https://static.wikia.nocookie.net/cookingmama/images/3/34/CM3_06.png/revision/latest/scale-to-width-down/185?cb=20190913122005,"Egg
Sugar
White Flour (hakurikiko)
Butter
Pancake Mix"
Vongole Bianco,https://static.wikia.nocookie.net/cookingmama/images/3/31/CM3_07.png/revision/latest/scale-to-width-down/185?cb=20190913122106,"Spaghetti
Dried Red Pepper (takanotsume)
Garlic
Clams
White Wine
Garnished with parsley"
Fried Shrimp,https://static.wikia.nocookie.net/cookingmama/images/0/07/CM3_08.png/revision/latest/scale-to-width-down/185?cb=20190913122132,"Shrimp
Salt
Pepper
Egg
Bread
Flour (komugiko)
Served with lemon slices and shredded cabbage"
Mochi with Edamame Paste,https://static.wikia.nocookie.net/cookingmama/images/3/37/CM3_09.png/revision/latest/scale-to-width-down/185?cb=20190916010003,"Mochi Rice (mochigome)
Hot Water
Salt
Edamame
Sugar
Water"
Cabbage Rolls,https://static.wikia.nocookie.net/cookingmama/images/a/ab/CM3_10.png/revision/latest/scale-to-width-down/185?cb=20190916010102,"Pork
Beef
Onion
Bread Crumbs (panko)
Salt
Pepper
Nutmeg
Cabbage
Water
Bouillon
Bay Leaf
Whole Tomato"
Tempura,https://static.wikia.nocookie.net/cookingmama/images/5/59/CM3_11.png/revision/latest/scale-to-width-down/185?cb=20190916010208,"Shrimp
Eggplant
Sweet Potato (satsumaimo)
Lotus Root
Wheat Flour (komugiko)
Water
Egg
Served with grated daikon and ginger"
Sushi,https://static.wikia.nocookie.net/cookingmama/images/8/86/CM3_12.png/revision/latest/scale-to-width-down/185?cb=20190916010313,"Rice
Rice Vinegar
Tuna (maguro)
Scallop (hotate)
Sea Urchin (uni)
Squid (ika)
Wasabi
Seaweed (nori)"
Nagashi Somen Noodles,https://static.wikia.nocookie.net/cookingmama/images/5/54/CM3_13.png/revision/latest/scale-to-width-down/185?cb=20190916010521,"Somen Noodles
Water
Served on ice with tsuyu (dipping sauce), grated ginger, green onions, and Japanese maple leaves"
Cheese Risotto,https://static.wikia.nocookie.net/cookingmama/images/3/36/CM3_14.png/revision/latest/scale-to-width-down/185?cb=20190916010603,"Garlic
Onion
Butter
Rice
Bouillon
Salt
Pepper
Cheese
Truffle
Garnished with parsley"
Dried Squid,https://static.wikia.nocookie.net/cookingmama/images/8/83/CM3_15.png/revision/latest/scale-to-width-down/185?cb=20190916010647,"Squid
Served with halved lime"
Smoked Rainbow Trout,https://static.wikia.nocookie.net/cookingmama/images/7/72/CM3_16.png/revision/latest/scale-to-width-down/185?cb=20190916010727,"Rainbow Trout
Water
Salt
Sugar
Spices
Garlic
Onion
Served on top of bamboo leaves"
Serrano Ham and Melon,https://static.wikia.nocookie.net/cookingmama/images/0/06/CM3_17.png/revision/latest/scale-to-width-down/185?cb=20190917105745,"Muskmelon
Jamón Serrano (Serrano Ham)"
Matcha Green Tea,https://static.wikia.nocookie.net/cookingmama/images/4/4a/CM3_18.png/revision/latest/scale-to-width-down/185?cb=20190917105829,"Powdered Matcha Tea
Hot Water"
Raw Oysters,https://static.wikia.nocookie.net/cookingmama/images/0/0c/CM3_19.png/revision/latest/scale-to-width-down/185?cb=20190917105921,"Oysters
Lemon
Ice"
Fortune Cookies,https://static.wikia.nocookie.net/cookingmama/images/5/57/CM3_20.png/revision/latest/scale-to-width-down/185?cb=20190917110023,"Egg Whites
White Flour (hakurikiko)
Butter
Vanilla Extract
Sugar"
Samosas,https://static.wikia.nocookie.net/cookingmama/images/b/bf/CM3_21.png/revision/latest/scale-to-width-down/185?cb=20190917110455,"Potato
Tomato
Onion
Garlic
Ground Chicken Meat
Curry Spice
Garam Masala
Soy Sauce
Salt
Pepper
Pastry Shell
Served with thinly sliced carrot over lettuce"
Potato Wedges,https://static.wikia.nocookie.net/cookingmama/images/2/2b/CM3_22.png/revision/latest/scale-to-width-down/185?cb=20190917110549,"Potato
Seasoning"
Gazpacho,https://static.wikia.nocookie.net/cookingmama/images/0/03/CM3_23.png/revision/latest/scale-to-width-down/185?cb=20190917110623,"Red Bell Pepper
Yellow Bell Pepper
Onion
Tomato
Garlic
Celery
Bread Crumbs (panko)
Salt
Olive Oil
Red Wine Vinegar
Lemon Juice
Served with red bell pepper, yellow bell pepper, cucumber, tomato, and onion"
Tofu Hamburger,https://static.wikia.nocookie.net/cookingmama/images/c/c8/CM3_24.png/revision/latest/scale-to-width-down/185?cb=20190917110656,"Onion
Green Bell Pepper
Carrot
Shiitake Mushroom
Lotus Root
Tofu
Nutmeg
Soy Sauce
Potato Flour (katakuriko)
Egg
Sesame Oil
Served with enoki mushroom sauce
Garnished with shiso leaf"
Pickled Radish,https://static.wikia.nocookie.net/cookingmama/images/5/55/CM3_25.png/revision/latest/scale-to-width-down/185?cb=20190918102936,"Daikon Radish
Rice Bran
Salt
Granulated Sugar (zarame)
Red Pepper (togarashi)
Decorated with nanten (heavenly bamboo) leaves"
Pumpkin Gnocchi,https://static.wikia.nocookie.net/cookingmama/images/d/d4/CM3_26.png/revision/latest/scale-to-width-down/185?cb=20190918103005,"Pumpkin
Egg
Salt
Pepper
White Flour (hakurikiko)
Hot Water
Fresh Cream
Sage
Garnished with Parmesan cheese and sage"
Trout Sushi,https://static.wikia.nocookie.net/cookingmama/images/e/ed/CM3_27.png/revision/latest/scale-to-width-down/185?cb=20190918103039,"Trout
Salt
Rice Vinegar
Sugar
Rice
Served from bamboo leaves"
Instant Ramen,https://static.wikia.nocookie.net/cookingmama/images/a/ad/CM3_28.png/revision/latest/scale-to-width-down/185?cb=20190918103127,"Packaged Ramen
Soup Mix
Boiling Water
Nori (Seaweed)
Menma (fermented bamboo shoots)
Barbecued Pork (chashu)
Boiled Egg Half
Narutomaki (spiral-shaped kamaboko, a processed fishcake)"
Parfait,https://static.wikia.nocookie.net/cookingmama/images/9/9a/CM3_29.png/revision/latest/scale-to-width-down/185?cb=20190918103456,"Banana
Kiwi
Orange
Strawberry
Ingredients for Parfait: Cream, Bananas, Kiwi, Strawberry, Cornflakes, Orange Slices
Toppings
Strawberries with Cream and Mint
Pudding with Cream, Kiwi, Blackberry, Banana, Cherry. and Peach
Strawberry Ice Cream with Orange, Kiwi, Cherry, Peach, Cream, and Banana
Strawberries with Cream and Mint
Pudding with Cream, Kiwi, Blackberry, Banana, Cherry. and Peach
Strawberry Ice Cream with Orange, Kiwi, Cherry, Peach, Cream, and Banana"
Vegetable Terrine,https://static.wikia.nocookie.net/cookingmama/images/9/91/CM3_30.png/revision/latest/scale-to-width-down/185?cb=20190918103540,"Broccoli
Cherry Tomatoes
Carrot
Cucumber
Consomme
Green Bean
Gelatin
Salt
Pepper
Cauliflower
Okra
Baby Corn
Served with green sauce"
Crème Brulee,https://static.wikia.nocookie.net/cookingmama/images/3/3b/CM3_31.png/revision/latest/scale-to-width-down/185?cb=20190918103615,"Egg
Sugar
Milk
Fresh Cream
Rum
Vanilla Pods"
Salt-Roasted Sweetfish,https://static.wikia.nocookie.net/cookingmama/images/5/5e/CM3_32.png/revision/latest/scale-to-width-down/185?cb=20190918103704,"Sweetfish
Salt
Garnished with halved lime and Japanese maple leaves"
Dora-Yaki,https://static.wikia.nocookie.net/cookingmama/images/2/2a/CM3_33.png/revision/latest/scale-to-width-down/185?cb=20190919103126,"Red Beans (azuki)
Sugar
Salt
Egg
Baking Soda
Honey
Vegetable Oil
Water
Wheat Flour (komugiko)"
Shortcake,https://static.wikia.nocookie.net/cookingmama/images/6/63/CM3_34.0.png/revision/latest/scale-to-width-down/185?cb=20240103153108,"White Flour (hakurikiko)
Egg
Sugar
Butter
Milk
Strawberries
Whipped Cream
Arrangement Items: Whipped Cream Dollops, Strawberry, Mama Figurine, Chocolate House, Chocolate Sign, Birthday Candles"
Banana Muffins,https://static.wikia.nocookie.net/cookingmama/images/d/d0/CM3_35.png/revision/latest/scale-to-width-down/185?cb=20190919103306,"Lemon
Banana
Rum
Sugar
Wheat Flour (komugiko)
Baking Powder
Butter
Egg
Milk"
Lemon Pie,https://static.wikia.nocookie.net/cookingmama/images/4/4f/CM3_36.png/revision/latest/scale-to-width-down/185?cb=20190919103352,"Apples
Sugar
Lemon Juice
Pie Crust
Egg Yolk"
Chili Con Carne,https://static.wikia.nocookie.net/cookingmama/images/3/34/CM3_37.png/revision/latest/scale-to-width-down/185?cb=20190919103629,"Soybeans
Bacon
Garlic
Onion
Red Wine
Red Bell Pepper
Yellow Bell Pepper
Bay Leaf
Whole Tomato
Consomme
Water
Salt
Pepper
Chili Powder
Garnished with parsley"
Mapo Tofu,https://static.wikia.nocookie.net/cookingmama/images/b/b6/CM3_38.png/revision/latest/scale-to-width-down/185?cb=20190919103712,"Pork
Spring Onion
Tofu
Spicy Miso Bean Sauce (Doubanjiang, a Chinese paste of soybeans and chilies)
Soy Sauce
Red Chili Paste (Gochujang, a Korean fermented chili paste)
Potato Starch"
Crab Cream Croquette,https://static.wikia.nocookie.net/cookingmama/images/9/95/CM3_39.png/revision/latest/scale-to-width-down/185?cb=20190919103830,"Snow Crab
White Sauce (Béchamel sauce, a simple sauce of milk, butter, and flour)
Salt
Pepper
Snow Crab Claws
Flour (komugiko)
Egg
Bread Crumbs (panko)
Served with coleslaw and mashed potatoes"
Tortoiseshell Candy,https://static.wikia.nocookie.net/cookingmama/images/7/7c/CM3_40.png/revision/latest/scale-to-width-down/185?cb=20190919103917,"Water
Sugar"
Chicken Tulips,https://static.wikia.nocookie.net/cookingmama/images/7/7c/CM3_41.png/revision/latest/scale-to-width-down/185?cb=20190921105658,"Chicken Wings
Soy Sauce
Pepper
Cooking Wine (mirin)
Rice Wine (sake)
Ginger Juice
Egg Whites
Starch Powder (katakuriko)
Garnished with lettuce"
Tofu Skin,https://static.wikia.nocookie.net/cookingmama/images/9/9e/CM3_42.png/revision/latest/scale-to-width-down/185?cb=20190921105734,"Soybeans
Served on top of bamboo leaves"
Hamburger,https://static.wikia.nocookie.net/cookingmama/images/a/a5/CM3_43.png/revision/latest/scale-to-width-down/185?cb=20190921105814,"Buns
Tomato
Lettuce
Beef
Egg
Bread
Salt
Pepper
Nutmeg
Black Pepper
Butter
Pickles
Cheese"
Fried Egg on Toast,https://static.wikia.nocookie.net/cookingmama/images/a/a5/CM3_44.png/revision/latest/scale-to-width-down/185?cb=20190921105859,"Bread
Egg
Water
Garnished with black pepper
Served with an avocado, cheese, and tomato dip"
Lasagna,https://static.wikia.nocookie.net/cookingmama/images/0/02/CM3_45.png/revision/latest/scale-to-width-down/185?cb=20190921105936,"Eggs
Cake Flour
Butter
Olive Oil
Bread Flour
Semolina
Onion
Pork
Tomato Sauce
Red Wine
Salt
Mushrooms
White Sauce (Béchamel sauce, a simple sauce of milk, butter, and flour)
Cheese
Garnished with chopped parsley"
Éclair,https://static.wikia.nocookie.net/cookingmama/images/d/d6/CM3_46.png/revision/latest/scale-to-width-down/185?cb=20190921110058,"Chocolate
Water
Butter
Salt
Wheat Flour
Sugar
Egg Yolk
Milk
Liqueur (Grand Marnier)"
Tofu Pancakes,https://static.wikia.nocookie.net/cookingmama/images/a/a0/CM3_47.png/revision/latest/scale-to-width-down/185?cb=20190921110140,"Pancake Mix
Egg
Milk
Served with pancake syrup and a pat of butter"
Instant Stir-Fried Noodles,https://static.wikia.nocookie.net/cookingmama/images/3/35/CM3_48.png/revision/latest/scale-to-width-down/185?cb=20190921110401,"Yakisoba Noodles
Seasoning Packet (cabbage with spice)
Hot Water
Yakisoba Sauce Packet"
Salt-Baked Sea Bream,https://static.wikia.nocookie.net/cookingmama/images/2/2c/CM3_49.png/revision/latest/scale-to-width-down/185?cb=20190922095754,"Sea Bream
Fresh Herbs (basil, oregano, rosemary)
Garlic
Egg Whites
Salt
Served on a bed of hinoki cypress leaves"
Panini,https://static.wikia.nocookie.net/cookingmama/images/4/49/CM3_50.png/revision/latest/scale-to-width-down/185?cb=20190922095849,"Lettuce
Tomato
Jamón Serrano (Serrano Ham)
Mozzarella
Salt
Pepper
Ciabatta Bread"
Octopus Dumplings,https://static.wikia.nocookie.net/cookingmama/images/1/1c/CM3_51.png/revision/latest/scale-to-width-down/185?cb=20190922095935,"Octopus
Chives (asatsuki)
White Flour (hakurikiko)
Fish Stock (dashi)
Dried Shrimp
Egg
Pickled Ginger (beni-shoga)
Vegetable Oil
Garnished with takoyaki sauce, bonito flakes, and green seaweed
Tempura Crumbles (tenkasu)"
Simmered Vegetables,https://static.wikia.nocookie.net/cookingmama/images/3/34/CM3_52.png/revision/latest/scale-to-width-down/185?cb=20190922100023,"Bamboo Shoot
Carrot
Shiitake Mushroom
Taro
Lotus Root
Yam (konnyaku)
Sugar
Soy Sauce
Rice Wine (sake)
Cooking Wine (mirin)
Fish Stock (dashi)"
Turban Cooked in its Shell,https://static.wikia.nocookie.net/cookingmama/images/2/26/CM3_53.png/revision/latest/scale-to-width-down/185?cb=20190922100112,"Turban Shell
Served on top of bamboo leaves"
